Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start2 (bp)	end2 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
ENSG00000151117	H_11	18693122	18704785	-16	human	18693122	18704785	GO:0016787	hydrolase activity
ENSG00000223658	H_2	43675151	43676429	-16	human	43675151	43676429	GO:0003824	catalytic activity
ENSG00000223658	H_2	43675151	43676429	-16	human	43675151	43676429	GO:0016740	transferase activity
ENSG00000223658	H_2	43675151	43676429	-16	human	43675151	43676429	GO:0140096	catalytic activity, acting on a protein
ENSG00000223658	H_2	43675151	43676429	-16	human	43675151	43676429	GO:1901135	carbohydrate derivative metabolic process
ENSG00000223658	H_2	43675151	43676429	-16	human	43675151	43676429	GO:0036211	protein modification process
ENSG00000223658	H_2	43675151	43676429	-16	human	43675151	43676429	GO:0006486	protein glycosylation
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0043226	organelle
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005634	nucleus
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005654	nucleoplasm
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0048856	anatomical structure development
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0012501	programmed cell death
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0043226	organelle
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005634	nucleus
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005654	nucleoplasm
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0043226	organelle
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005634	nucleus
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005654	nucleoplasm
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0043226	organelle
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005634	nucleus
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005654	nucleoplasm
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0043226	organelle
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005634	nucleus
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0005654	nucleoplasm
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0003677	DNA binding
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006310	DNA recombination
ENSG00000083093	H_16	23603160	23641321	-14	human	23603160	23641321	GO:0006281	DNA repair
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0031410	cytoplasmic vesicle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0043226	organelle
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005768	endosome
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005576	extracellular region
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0008289	lipid binding
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0098772	molecular function regulator activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048018	receptor ligand activity
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005829	cytosol
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0048856	anatomical structure development
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0030154	cell differentiation
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0005794	Golgi apparatus
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0023052	signaling
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0050877	nervous system process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0036211	protein modification process
ENSG00000134259	H_1	115285904	115338770	-22	human	115285904	115338770	GO:0012501	programmed cell death
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005615	extracellular space
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005886	plasma membrane
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0043226	organelle
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0030154	cell differentiation
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048870	cell motility
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0031012	extracellular matrix
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0030312	external encapsulating structure
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005783	endoplasmic reticulum
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0098772	molecular function regulator activity
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048018	receptor ligand activity
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0031410	cytoplasmic vesicle
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005794	Golgi apparatus
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005615	extracellular space
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005886	plasma membrane
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0043226	organelle
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0030154	cell differentiation
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048870	cell motility
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0031012	extracellular matrix
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0030312	external encapsulating structure
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005783	endoplasmic reticulum
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0098772	molecular function regulator activity
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048018	receptor ligand activity
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0031410	cytoplasmic vesicle
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005794	Golgi apparatus
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005615	extracellular space
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005886	plasma membrane
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0043226	organelle
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0030154	cell differentiation
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048870	cell motility
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0031012	extracellular matrix
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0030312	external encapsulating structure
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005783	endoplasmic reticulum
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0098772	molecular function regulator activity
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048018	receptor ligand activity
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0031410	cytoplasmic vesicle
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005794	Golgi apparatus
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0005576	extracellular region
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0048856	anatomical structure development
ENSG00000111186	H_12	1529891	1647212	-17	human	1529891	1647212	GO:0023052	signaling
ENSG00000185614	H_3	49803261	49805030	-23	human	49803261	49805030	GO:0098772	molecular function regulator activity
ENSG00000185614	H_3	49803261	49805030	-23	human	49803261	49805030	GO:0043226	organelle
ENSG00000185614	H_3	49803261	49805030	-23	human	49803261	49805030	GO:0005634	nucleus
ENSG00000185614	H_3	49803261	49805030	-23	human	49803261	49805030	GO:0048856	anatomical structure development
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0043226	organelle
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0005634	nucleus
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0003677	DNA binding
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0048856	anatomical structure development
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0006351	DNA-templated transcription
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0006355	regulation of DNA-templated transcription
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0002376	immune system process
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0043226	organelle
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0005634	nucleus
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0003677	DNA binding
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0048856	anatomical structure development
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0006351	DNA-templated transcription
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0006355	regulation of DNA-templated transcription
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0002376	immune system process
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0043226	organelle
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0005634	nucleus
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0003677	DNA binding
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0048856	anatomical structure development
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0006351	DNA-templated transcription
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0006355	regulation of DNA-templated transcription
ENSG00000119574	H_19	58513530	58538911	-16	human	58513530	58538911	GO:0002376	immune system process
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0003677	DNA binding
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0005198	structural molecule activity
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0043226	organelle
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0005694	chromosome
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0005634	nucleus
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0005576	extracellular region
ENSG00000184270	H_1	149887469	149887965	-20	human	149887469	149887965	GO:0005615	extracellular space
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006351	DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006355	regulation of DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0140110	transcription regulator activity
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0003677	DNA binding
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0043226	organelle
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005634	nucleus
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006351	DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006355	regulation of DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0140110	transcription regulator activity
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0003677	DNA binding
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0043226	organelle
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005634	nucleus
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005654	nucleoplasm
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005829	cytosol
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005694	chromosome
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0048856	anatomical structure development
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0003677	DNA binding
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006351	DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006355	regulation of DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0140110	transcription regulator activity
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0003677	DNA binding
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0043226	organelle
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005634	nucleus
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005654	nucleoplasm
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005829	cytosol
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005694	chromosome
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0048856	anatomical structure development
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006351	DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0006355	regulation of DNA-templated transcription
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0140110	transcription regulator activity
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0003677	DNA binding
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0043226	organelle
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005634	nucleus
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005654	nucleoplasm
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005829	cytosol
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0003013	circulatory system process
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0048856	anatomical structure development
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0002376	immune system process
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0030154	cell differentiation
ENSG00000151702	H_11	128686535	128813267	-18	human	128686535	128813267	GO:0005694	chromosome
