Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os08g0473900	8	23341289	23343299	GO:0008152	metabolic process	biological_process	48
Os08g0473900	8	23341289	23343299	GO:0005975	carbohydrate metabolic process	biological_process	48
Os08g0473900	8	23341289	23343299	GO:0009987	cellular process	biological_process	48
Os08g0473900	8	23341289	23343299	GO:0009056	catabolic process	biological_process	48
Os03g0263700	3	8668092	8671028	GO:0019725	cellular homeostasis	biological_process	48
Os03g0263700	3	8668092	8671028	GO:0005622	intracellular anatomical structure	cellular_component	48
Os04g0280500	4	11894682	11896959	GO:0003674	molecular_function	molecular_function	48
Os03g0263700	3	8668092	8671028	GO:0005737	cytoplasm	cellular_component	48
Os03g0263700	3	8668092	8671028	GO:0005794	Golgi apparatus	cellular_component	48
Os03g0263700	3	8668092	8671028	GO:0016020	membrane	cellular_component	48
Os03g0263700	3	8668092	8671028	GO:0005783	endoplasmic reticulum	cellular_component	48
Os03g0263700	3	8668092	8671028	GO:0006810	transport	biological_process	48
Os04g0280500	4	11894682	11896959	GO:0005488	binding	molecular_function	48
Os04g0280500	4	11894682	11896959	GO:0005515	protein binding	molecular_function	48
Os04g0402100	4	19913312	19916747	GO:0042221	response to chemical	biological_process	48
Os04g0402100	4	19913312	19916747	GO:0005622	intracellular anatomical structure	cellular_component	48
Os06g0231300	6	6794151	6796570	GO:0008150	biological_process	biological_process	48
Os06g0231300	6	6794151	6796570	GO:0006950	response to stress	biological_process	48
Os06g0231300	6	6794151	6796570	GO:0005622	intracellular anatomical structure	cellular_component	48
Os06g0231300	6	6794151	6796570	GO:0005575	cellular_component	cellular_component	48
Os06g0231300	6	6794151	6796570	GO:0009987	cellular process	biological_process	48
Os06g0231300	6	6794151	6796570	GO:0005488	binding	molecular_function	48
Os06g0231300	6	6794151	6796570	GO:0005515	protein binding	molecular_function	48
Os06g0231300	6	6794151	6796570	GO:0003674	molecular_function	molecular_function	48
Os02g0164000	2	3441185	3446850	GO:0003674	molecular_function	molecular_function	48
Os02g0164000	2	3441185	3446850	GO:0003824	catalytic activity	molecular_function	48
Os02g0164000	2	3441185	3446850	GO:0016787	hydrolase activity	molecular_function	48
Os02g0164000	2	3441185	3446850	GO:0008150	biological_process	biological_process	48
Os02g0164000	2	3441185	3446850	GO:0008152	metabolic process	biological_process	48
Os02g0164000	2	3441185	3446850	GO:0019538	protein metabolic process	biological_process	48
Os06g0231300	6	6794151	6796570	GO:0005737	cytoplasm	cellular_component	48
Os03g0263700	3	8668092	8671028	GO:0008150	biological_process	biological_process	48
Os03g0263700	3	8668092	8671028	GO:0009987	cellular process	biological_process	48
Os10g0523900	10	20355076	20355657	GO:0005575	cellular_component	cellular_component	47
Os10g0523900	10	20355076	20355657	GO:0005622	intracellular anatomical structure	cellular_component	47
Os12g0106000	12	320568	323716	GO:0042221	response to chemical	biological_process	47
Os12g0106000	12	320568	323716	GO:0006950	response to stress	biological_process	47
Os12g0106000	12	320568	323716	GO:0019725	cellular homeostasis	biological_process	47
Os12g0106000	12	320568	323716	GO:0009987	cellular process	biological_process	47
Os10g0523900	10	20355076	20355657	GO:0009987	cellular process	biological_process	47
Os01g0133600	1	1857083	1858534	GO:0016020	membrane	cellular_component	47
Os01g0133600	1	1857083	1858534	GO:0005575	cellular_component	cellular_component	47
Os01g0133600	1	1857083	1858534	GO:0003824	catalytic activity	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0008150	biological_process	biological_process	47
Os12g0106000	12	320568	323716	GO:0008150	biological_process	biological_process	47
Os12g0106000	12	320568	323716	GO:0005488	binding	molecular_function	47
Os12g0106000	12	320568	323716	GO:0003674	molecular_function	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0003674	molecular_function	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0005488	binding	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0003676	nucleic acid binding	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0003677	DNA binding	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0005634	nucleus	cellular_component	47
Os01g0133600	1	1857083	1858534	GO:0016740	transferase activity	molecular_function	47
Os09g0451500	9	16930987	16935904	GO:0005737	cytoplasm	cellular_component	47
Os10g0523900	10	20355076	20355657	GO:0008152	metabolic process	biological_process	47
Os08g0518900	8	25762457	25763823	GO:0003824	catalytic activity	molecular_function	47
Os03g0817100	3	34267483	34268711	GO:0005488	binding	molecular_function	47
Os03g0817100	3	34267483	34268711	GO:0003674	molecular_function	molecular_function	47
Os03g0817100	3	34267483	34268711	GO:0016020	membrane	cellular_component	47
Os03g0817100	3	34267483	34268711	GO:0005886	plasma membrane	cellular_component	47
Os03g0817100	3	34267483	34268711	GO:0005575	cellular_component	cellular_component	47
Os10g0523900	10	20355076	20355657	GO:0140110	transcription regulator activity	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0003700	DNA-binding transcription factor activity	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0006139	nucleobase-containing compound metabolic process	biological_process	47
Os08g0518900	8	25762457	25763823	GO:0005975	carbohydrate metabolic process	biological_process	47
Os08g0518900	8	25762457	25763823	GO:0008152	metabolic process	biological_process	47
Os08g0518900	8	25762457	25763823	GO:0008150	biological_process	biological_process	47
Os08g0518900	8	25762457	25763823	GO:0016787	hydrolase activity	molecular_function	47
Os08g0518900	8	25762457	25763823	GO:0003674	molecular_function	molecular_function	47
Os10g0523900	10	20355076	20355657	GO:0009058	biosynthetic process	biological_process	47
Os08g0518900	8	25762457	25763823	GO:0005576	extracellular region	cellular_component	47
Os08g0518900	8	25762457	25763823	GO:0005575	cellular_component	cellular_component	47
Os09g0451500	9	16930987	16935904	GO:0008150	biological_process	biological_process	47
Os09g0451500	9	16930987	16935904	GO:0009987	cellular process	biological_process	47
Os09g0451500	9	16930987	16935904	GO:0019725	cellular homeostasis	biological_process	47
Os09g0451500	9	16930987	16935904	GO:0003674	molecular_function	molecular_function	47
Os09g0451500	9	16930987	16935904	GO:0003824	catalytic activity	molecular_function	47
Os09g0451500	9	16930987	16935904	GO:0005575	cellular_component	cellular_component	47
Os09g0451500	9	16930987	16935904	GO:0005622	intracellular anatomical structure	cellular_component	47
Os12g0106000	12	320568	323716	GO:0009628	response to abiotic stimulus	biological_process	47
Os09g0451500	9	16930987	16935904	GO:0005783	endoplasmic reticulum	cellular_component	47
Os09g0451500	9	16930987	16935904	GO:0006950	response to stress	biological_process	47
Os12g0106000	12	320568	323716	GO:0003824	catalytic activity	molecular_function	47
Os12g0106000	12	320568	323716	GO:0007275	multicellular organism development	biological_process	47
Os12g0106000	12	320568	323716	GO:0048856	anatomical structure development	biological_process	47
Os12g0106000	12	320568	323716	GO:0009791	post-embryonic development	biological_process	47
Os12g0106000	12	320568	323716	GO:0000003	reproduction	biological_process	47
Os01g0133600	1	1857083	1858534	GO:0003674	molecular_function	molecular_function	47
Os12g0106000	12	320568	323716	GO:0009719	response to endogenous stimulus	biological_process	47
Os12g0106000	12	320568	323716	GO:0005737	cytoplasm	cellular_component	47
Os12g0106000	12	320568	323716	GO:0005622	intracellular anatomical structure	cellular_component	47
Os12g0106000	12	320568	323716	GO:0005575	cellular_component	cellular_component	47
Os12g0106000	12	320568	323716	GO:0006810	transport	biological_process	47
Os12g0106000	12	320568	323716	GO:0008152	metabolic process	biological_process	47
Os12g0106000	12	320568	323716	GO:0015979	photosynthesis	biological_process	47
Os12g0106000	12	320568	323716	GO:0009908	flower development	biological_process	47
Os12g0106000	12	320568	323716	GO:0009607	response to biotic stimulus	biological_process	47
Os12g0106000	12	320568	323716	GO:0009605	response to external stimulus	biological_process	47
Os12g0106000	12	320568	323716	GO:0009507	chloroplast	cellular_component	47
Os12g0106000	12	320568	323716	GO:0009536	plastid	cellular_component	47
Os12g0106000	12	320568	323716	GO:0005515	protein binding	molecular_function	47
Os02g0764700	2	32204425	32205335	GO:0003677	DNA binding	molecular_function	46
Os02g0764700	2	32204425	32205335	GO:0003676	nucleic acid binding	molecular_function	46
Os02g0764700	2	32204425	32205335	GO:0005488	binding	molecular_function	46
Os02g0513100	2	18454408	18457136	GO:0016020	membrane	cellular_component	46
Os02g0513100	2	18454408	18457136	GO:0005886	plasma membrane	cellular_component	46
Os02g0764700	2	32204425	32205335	GO:0005575	cellular_component	cellular_component	46
Os02g0764700	2	32204425	32205335	GO:0005622	intracellular anatomical structure	cellular_component	46
Os02g0513100	2	18454408	18457136	GO:0005575	cellular_component	cellular_component	46
Os07g0595100	7	24227275	24227577	GO:0006412	translation	biological_process	46
Os01g0180800	1	4253845	4259581	GO:0008150	biological_process	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0003674	molecular_function	molecular_function	46
Os01g0180800	1	4253845	4259581	GO:0005829	cytosol	cellular_component	46
Os01g0180800	1	4253845	4259581	GO:0005737	cytoplasm	cellular_component	46
Os02g0764700	2	32204425	32205335	GO:0005634	nucleus	cellular_component	46
Os01g0180800	1	4253845	4259581	GO:0005634	nucleus	cellular_component	46
Os07g0595100	7	24227275	24227577	GO:0006139	nucleobase-containing compound metabolic process	biological_process	46
Os01g0180800	1	4253845	4259581	GO:0005575	cellular_component	cellular_component	46
Os01g0180800	1	4253845	4259581	GO:0009987	cellular process	biological_process	46
Os02g0513100	2	18454408	18457136	GO:0008150	biological_process	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0008150	biological_process	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0009987	cellular process	biological_process	46
Os01g0832600	1	35636303	35640933	GO:0005488	binding	molecular_function	46
Os01g0832600	1	35636303	35640933	GO:0003674	molecular_function	molecular_function	46
Os01g0822800	1	35121625	35122986	GO:0016020	membrane	cellular_component	46
Os02g0764700	2	32204425	32205335	GO:0009719	response to endogenous stimulus	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0042221	response to chemical	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0007165	signal transduction	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0007154	cell communication	biological_process	46
Os02g0513100	2	18454408	18457136	GO:0009987	cellular process	biological_process	46
Os01g0180800	1	4253845	4259581	GO:0005488	binding	molecular_function	46
Os02g0513100	2	18454408	18457136	GO:0006810	transport	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0140110	transcription regulator activity	molecular_function	46
Os02g0764700	2	32204425	32205335	GO:0003700	DNA-binding transcription factor activity	molecular_function	46
Os02g0764700	2	32204425	32205335	GO:0006139	nucleobase-containing compound metabolic process	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0009058	biosynthetic process	biological_process	46
Os02g0764700	2	32204425	32205335	GO:0008152	metabolic process	biological_process	46
Os01g0180800	1	4253845	4259581	GO:0000166	nucleotide binding	molecular_function	46
Os01g0180800	1	4253845	4259581	GO:0005622	intracellular anatomical structure	cellular_component	46
Os01g0180800	1	4253845	4259581	GO:0003674	molecular_function	molecular_function	46
Os07g0595100	7	24227275	24227577	GO:0003674	molecular_function	molecular_function	46
Os07g0604300	7	24751787	24755315	GO:0016043	cellular component organization	biological_process	46
Os07g0604300	7	24751787	24755315	GO:0009058	biosynthetic process	biological_process	46
Os07g0604300	7	24751787	24755315	GO:0009987	cellular process	biological_process	46
Os07g0595100	7	24227275	24227577	GO:0008152	metabolic process	biological_process	46
Os07g0595100	7	24227275	24227577	GO:0009987	cellular process	biological_process	46
Os07g0595100	7	24227275	24227577	GO:0008150	biological_process	biological_process	46
Os02g0513100	2	18454408	18457136	GO:0005215	transporter activity	molecular_function	46
Os02g0513100	2	18454408	18457136	GO:0003674	molecular_function	molecular_function	46
Os07g0604300	7	24751787	24755315	GO:0008150	biological_process	biological_process	46
Os07g0604300	7	24751787	24755315	GO:0016020	membrane	cellular_component	46
Os07g0604300	7	24751787	24755315	GO:0005886	plasma membrane	cellular_component	46
Os07g0604300	7	24751787	24755315	GO:0005575	cellular_component	cellular_component	46
Os07g0595100	7	24227275	24227577	GO:0030234	enzyme regulator activity	molecular_function	46
Os07g0604300	7	24751787	24755315	GO:0005975	carbohydrate metabolic process	biological_process	46
Os07g0604300	7	24751787	24755315	GO:0008152	metabolic process	biological_process	46
Os01g0832600	1	35636303	35640933	GO:0003824	catalytic activity	molecular_function	46
Os07g0595100	7	24227275	24227577	GO:0009058	biosynthetic process	biological_process	46
Os07g0595100	7	24227275	24227577	GO:0019538	protein metabolic process	biological_process	46
Os07g0595100	7	24227275	24227577	GO:0009056	catabolic process	biological_process	46
Os01g0822800	1	35121625	35122986	GO:0005575	cellular_component	cellular_component	46
Os01g0257300	1	8586157	8586941	GO:0009908	flower development	biological_process	45
Os02g0783625	2	33253386	33257355	GO:0008152	metabolic process	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0005622	intracellular anatomical structure	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0005575	cellular_component	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0009791	post-embryonic development	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0005622	intracellular anatomical structure	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0009987	cellular process	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0005634	nucleus	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0005737	cytoplasm	cellular_component	45
Os04g0473025	4	23650076	23654120	GO:0005737	cytoplasm	cellular_component	45
Os04g0473025	4	23650076	23654120	GO:0016020	membrane	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0016043	cellular component organization	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0007275	multicellular organism development	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0008150	biological_process	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0003824	catalytic activity	molecular_function	45
Os04g0473025	4	23650076	23654120	GO:0005488	binding	molecular_function	45
Os04g0473025	4	23650076	23654120	GO:0015979	photosynthesis	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0005515	protein binding	molecular_function	45
Os04g0473025	4	23650076	23654120	GO:0005215	transporter activity	molecular_function	45
Os04g0473025	4	23650076	23654120	GO:0009579	thylakoid	cellular_component	45
Os04g0473025	4	23650076	23654120	GO:0009536	plastid	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0003674	molecular_function	molecular_function	45
Os01g0257300	1	8586157	8586941	GO:0005488	binding	molecular_function	45
Os01g0257300	1	8586157	8586941	GO:0000166	nucleotide binding	molecular_function	45
Os01g0257300	1	8586157	8586941	GO:0042221	response to chemical	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0048856	anatomical structure development	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0009719	response to endogenous stimulus	biological_process	45
Os01g0257300	1	8586157	8586941	GO:0000003	reproduction	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0008150	biological_process	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0009987	cellular process	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0008152	metabolic process	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0006091	generation of precursor metabolites and energy	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0005575	cellular_component	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0005856	cytoskeleton	cellular_component	45
Os01g0257300	1	8586157	8586941	GO:0007049	cell cycle	biological_process	45
Os04g0473025	4	23650076	23654120	GO:0003674	molecular_function	molecular_function	45
Os04g0473025	4	23650076	23654120	GO:0009507	chloroplast	cellular_component	45
Os02g0783625	2	33253386	33257355	GO:0009058	biosynthetic process	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0008219	cell death	biological_process	45
Os02g0669100	2	27165514	27166898	GO:0005737	cytoplasm	cellular_component	45
Os06g0726600	6	30907000	30913486	GO:0003824	catalytic activity	molecular_function	45
Os06g0726600	6	30907000	30913486	GO:0003674	molecular_function	molecular_function	45
Os02g0669100	2	27165514	27166898	GO:0016020	membrane	cellular_component	45
Os02g0669100	2	27165514	27166898	GO:0009628	response to abiotic stimulus	biological_process	45
Os02g0669100	2	27165514	27166898	GO:0006950	response to stress	biological_process	45
Os02g0669100	2	27165514	27166898	GO:0005829	cytosol	cellular_component	45
Os02g0669100	2	27165514	27166898	GO:0005622	intracellular anatomical structure	cellular_component	45
Os06g0726600	6	30907000	30913486	GO:0009987	cellular process	biological_process	45
Os02g0669100	2	27165514	27166898	GO:0005575	cellular_component	cellular_component	45
Os06g0726600	6	30907000	30913486	GO:0008219	cell death	biological_process	45
Os06g0726600	6	30907000	30913486	GO:0006950	response to stress	biological_process	45
Os06g0726600	6	30907000	30913486	GO:0009605	response to external stimulus	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0003674	molecular_function	molecular_function	45
Os02g0710900	2	29451939	29457739	GO:0005488	binding	molecular_function	45
Os06g0726600	6	30907000	30913486	GO:0016740	transferase activity	molecular_function	45
Os06g0726600	6	30907000	30913486	GO:0016301	kinase activity	molecular_function	45
Os02g0710900	2	29451939	29457739	GO:0005622	intracellular anatomical structure	cellular_component	45
Os12g0548501	12	22197957	22198462	GO:0030234	enzyme regulator activity	molecular_function	45
Os12g0548501	12	22197957	22198462	GO:0003674	molecular_function	molecular_function	45
Os12g0548501	12	22197957	22198462	GO:0006950	response to stress	biological_process	45
Os12g0548501	12	22197957	22198462	GO:0008150	biological_process	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0005737	cytoplasm	cellular_component	45
Os02g0783625	2	33253386	33257355	GO:0005575	cellular_component	cellular_component	45
Os02g0710900	2	29451939	29457739	GO:0005783	endoplasmic reticulum	cellular_component	45
Os02g0783625	2	33253386	33257355	GO:0016020	membrane	cellular_component	45
Os02g0783625	2	33253386	33257355	GO:0005622	intracellular anatomical structure	cellular_component	45
Os02g0783625	2	33253386	33257355	GO:0005737	cytoplasm	cellular_component	45
Os02g0783625	2	33253386	33257355	GO:0009987	cellular process	biological_process	45
Os02g0783625	2	33253386	33257355	GO:0008150	biological_process	biological_process	45
Os02g0783625	2	33253386	33257355	GO:0003674	molecular_function	molecular_function	45
Os02g0783625	2	33253386	33257355	GO:0003824	catalytic activity	molecular_function	45
Os06g0726600	6	30907000	30913486	GO:0009607	response to biotic stimulus	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0005575	cellular_component	cellular_component	45
Os08g0163300	8	3728126	3728879	GO:0003674	molecular_function	molecular_function	45
Os02g0669100	2	27165514	27166898	GO:0008150	biological_process	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0006950	response to stress	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0042221	response to chemical	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0008150	biological_process	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0009987	cellular process	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0008150	biological_process	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0008152	metabolic process	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0009058	biosynthetic process	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0006259	DNA metabolic process	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0006139	nucleobase-containing compound metabolic process	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0000166	nucleotide binding	molecular_function	45
Os08g0163300	8	3728126	3728879	GO:0003824	catalytic activity	molecular_function	45
Os02g0669100	2	27165514	27166898	GO:0042221	response to chemical	biological_process	45
Os02g0669100	2	27165514	27166898	GO:0009719	response to endogenous stimulus	biological_process	45
Os06g0726600	6	30907000	30913486	GO:0005575	cellular_component	cellular_component	45
Os06g0726600	6	30907000	30913486	GO:0016020	membrane	cellular_component	45
Os06g0726600	6	30907000	30913486	GO:0008150	biological_process	biological_process	45
Os08g0163300	8	3728126	3728879	GO:0016740	transferase activity	molecular_function	45
Os08g0163300	8	3728126	3728879	GO:0005575	cellular_component	cellular_component	45
Os08g0163300	8	3728126	3728879	GO:0005622	intracellular anatomical structure	cellular_component	45
Os08g0163300	8	3728126	3728879	GO:0005634	nucleus	cellular_component	45
Os08g0163300	8	3728126	3728879	GO:0006950	response to stress	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0009628	response to abiotic stimulus	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0007154	cell communication	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0007165	signal transduction	biological_process	45
Os02g0710900	2	29451939	29457739	GO:0009987	cellular process	biological_process	45
Os07g0246200	7	8136965	8141055	GO:0016020	membrane	cellular_component	44
Os07g0625600	7	25914762	25915298	GO:0005575	cellular_component	cellular_component	44
Os07g0246200	7	8136965	8141055	GO:0006950	response to stress	biological_process	44
Os07g0246200	7	8136965	8141055	GO:0008152	metabolic process	biological_process	44
Os08g0112300	8	655771	657391	GO:0016740	transferase activity	molecular_function	44
Os08g0112300	8	655771	657391	GO:0003824	catalytic activity	molecular_function	44
Os08g0112300	8	655771	657391	GO:0003674	molecular_function	molecular_function	44
Os07g0625600	7	25914762	25915298	GO:0036211	protein modification process	biological_process	44
Os03g0254200	3	8130378	8132030	GO:0005215	transporter activity	molecular_function	44
Os07g0625600	7	25914762	25915298	GO:0005622	intracellular anatomical structure	cellular_component	44
Os07g0246200	7	8136965	8141055	GO:0019538	protein metabolic process	biological_process	44
Os02g0139100	2	2082561	2085271	GO:0005622	intracellular anatomical structure	cellular_component	44
Os02g0139100	2	2082561	2085271	GO:0005575	cellular_component	cellular_component	44
Os02g0139100	2	2082561	2085271	GO:0005488	binding	molecular_function	44
Os02g0139100	2	2082561	2085271	GO:0005515	protein binding	molecular_function	44
Os02g0139100	2	2082561	2085271	GO:0003674	molecular_function	molecular_function	44
Os03g0254200	3	8130378	8132030	GO:0016020	membrane	cellular_component	44
Os03g0254200	3	8130378	8132030	GO:0009987	cellular process	biological_process	44
Os07g0246200	7	8136965	8141055	GO:0042221	response to chemical	biological_process	44
Os02g0139100	2	2082561	2085271	GO:0005829	cytosol	cellular_component	44
Os07g0246200	7	8136965	8141055	GO:0009056	catabolic process	biological_process	44
Os06g0134900	6	1876620	1880252	GO:0005575	cellular_component	cellular_component	44
Os10g0532300	10	20702195	20703525	GO:0006810	transport	biological_process	44
Os10g0532300	10	20702195	20703525	GO:0008150	biological_process	biological_process	44
Os10g0532300	10	20702195	20703525	GO:0003674	molecular_function	molecular_function	44
Os10g0532300	10	20702195	20703525	GO:0005488	binding	molecular_function	44
Os06g0134900	6	1876620	1880252	GO:0005737	cytoplasm	cellular_component	44
Os02g0139100	2	2082561	2085271	GO:0005737	cytoplasm	cellular_component	44
Os03g0254200	3	8130378	8132030	GO:0005886	plasma membrane	cellular_component	44
Os07g0625600	7	25914762	25915298	GO:0005737	cytoplasm	cellular_component	44
Os07g0625600	7	25914762	25915298	GO:0009719	response to endogenous stimulus	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0005634	nucleus	cellular_component	44
Os02g0139100	2	2082561	2085271	GO:0065009	regulation of molecular function	biological_process	44
Os02g0139100	2	2082561	2085271	GO:0009987	cellular process	biological_process	44
Os02g0139100	2	2082561	2085271	GO:0008150	biological_process	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0007154	cell communication	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0007165	signal transduction	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0042221	response to chemical	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0003674	molecular_function	molecular_function	44
Os03g0254200	3	8130378	8132030	GO:0005575	cellular_component	cellular_component	44
Os07g0625600	7	25914762	25915298	GO:0005515	protein binding	molecular_function	44
Os07g0625600	7	25914762	25915298	GO:0005488	binding	molecular_function	44
Os06g0134900	6	1876620	1880252	GO:0005622	intracellular anatomical structure	cellular_component	44
Os02g0527300	2	19309756	19312859	GO:0003677	DNA binding	molecular_function	44
Os03g0254200	3	8130378	8132030	GO:0003674	molecular_function	molecular_function	44
Os03g0254200	3	8130378	8132030	GO:0006810	transport	biological_process	44
Os03g0254200	3	8130378	8132030	GO:0008150	biological_process	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0019538	protein metabolic process	biological_process	44
Os05g0562300	5	27972462	27974607	GO:0005783	endoplasmic reticulum	cellular_component	44
Os05g0562300	5	27972462	27974607	GO:0003674	molecular_function	molecular_function	44
Os07g0246200	7	8136965	8141055	GO:0008150	biological_process	biological_process	44
Os09g0431900	9	15829339	15830158	GO:0003674	molecular_function	molecular_function	44
Os09g0431900	9	15829339	15830158	GO:0005488	binding	molecular_function	44
Os09g0431900	9	15829339	15830158	GO:0003676	nucleic acid binding	molecular_function	44
Os09g0431900	9	15829339	15830158	GO:0008150	biological_process	biological_process	44
Os09g0431900	9	15829339	15830158	GO:0009987	cellular process	biological_process	44
Os09g0431900	9	15829339	15830158	GO:0008152	metabolic process	biological_process	44
Os09g0431900	9	15829339	15830158	GO:0009058	biosynthetic process	biological_process	44
Os09g0431900	9	15829339	15830158	GO:0006139	nucleobase-containing compound metabolic process	biological_process	44
Os09g0431900	9	15829339	15830158	GO:0003700	DNA-binding transcription factor activity	molecular_function	44
Os09g0431900	9	15829339	15830158	GO:0140110	transcription regulator activity	molecular_function	44
Os05g0562300	5	27972462	27974607	GO:0005515	protein binding	molecular_function	44
Os09g0445600	9	16618039	16618783	GO:0016020	membrane	cellular_component	44
Os07g0246200	7	8136965	8141055	GO:0003674	molecular_function	molecular_function	44
Os07g0246200	7	8136965	8141055	GO:0005515	protein binding	molecular_function	44
Os07g0246200	7	8136965	8141055	GO:0005488	binding	molecular_function	44
Os02g0580500	2	22347066	22348185	GO:0016020	membrane	cellular_component	44
Os02g0580500	2	22347066	22348185	GO:0005575	cellular_component	cellular_component	44
Os02g0527300	2	19309756	19312859	GO:0009628	response to abiotic stimulus	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0008152	metabolic process	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0005575	cellular_component	cellular_component	44
Os02g0527300	2	19309756	19312859	GO:0005622	intracellular anatomical structure	cellular_component	44
Os02g0527300	2	19309756	19312859	GO:0005634	nucleus	cellular_component	44
Os02g0527300	2	19309756	19312859	GO:0005737	cytoplasm	cellular_component	44
Os02g0527300	2	19309756	19312859	GO:0008150	biological_process	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0009987	cellular process	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0009058	biosynthetic process	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0003674	molecular_function	molecular_function	44
Os02g0527300	2	19309756	19312859	GO:0006139	nucleobase-containing compound metabolic process	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0003700	DNA-binding transcription factor activity	molecular_function	44
Os02g0527300	2	19309756	19312859	GO:0140110	transcription regulator activity	molecular_function	44
Os02g0527300	2	19309756	19312859	GO:0006950	response to stress	biological_process	44
Os02g0527300	2	19309756	19312859	GO:0003676	nucleic acid binding	molecular_function	44
Os02g0527300	2	19309756	19312859	GO:0005488	binding	molecular_function	44
Os07g0246200	7	8136965	8141055	GO:0030246	carbohydrate binding	molecular_function	44
Os09g0445600	9	16618039	16618783	GO:0005575	cellular_component	cellular_component	44
Os07g0625600	7	25914762	25915298	GO:0009056	catabolic process	biological_process	44
Os07g0625600	7	25914762	25915298	GO:0009987	cellular process	biological_process	44
Os07g0246200	7	8136965	8141055	GO:0009987	cellular process	biological_process	44
Os07g0246200	7	8136965	8141055	GO:0048856	anatomical structure development	biological_process	44
Os07g0246200	7	8136965	8141055	GO:0007275	multicellular organism development	biological_process	44
Os07g0246200	7	8136965	8141055	GO:0005575	cellular_component	cellular_component	44
Os07g0246200	7	8136965	8141055	GO:0005622	intracellular anatomical structure	cellular_component	44
Os07g0246200	7	8136965	8141055	GO:0005783	endoplasmic reticulum	cellular_component	44
Os07g0625600	7	25914762	25915298	GO:0008150	biological_process	biological_process	44
